"idade","vacina_newcastle","vacina_salmonella","nro_aves","tipo_exploracao","segmento","exploracao","finalidade","materiais_coletados_array"
"39 semanas","Sim, viva/inativa","Sim, viva/inativa",37880,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"25 semanas","Sim, viva/inativa","Sim, inativa.",17820,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Suabe de Arrasto Misto""}"
"24 semanas","Sim, viva/inativa","Sim, viva/inativa",31362,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Propé Misto""}"
"37 semanas","Sim, viva/inativa","Sim, viva/inativa",27248,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Fezes Frescas""}"
"1 semana",Não,Não,37730,Matriz,AVES_GENETICA,Reprodução,Granja de recria,"{""Aves Mortas LF"",""Aves Mortas LM"",""Propé Misto"",""Suabe Fundo de Caixa Misto""}"
"50 semanas","Sim, inativa.","Sim, inativa.",24828,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"50 semanas","Sim, viva/inativa","Sim, viva/inativa",43795,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"61 semanas","Sim, viva","Sim, viva",29768,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Suabe de Cloaca""}"
"24 semanas","Sim, viva/inativa","Sim, viva/inativa",25560,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Fezes Frescas""}"
"24 semanas","Sim, viva/inativa","Sim, viva/inativa",42140,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Propé Misto""}"
"35 semanas","Sim, viva","Sim, inativa.",7936,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Propé Misto""}"
"61 semanas","Sim, inativa.",Não,24666,Avó,AVES_GENETICA,Reprodução,Granja de ciclo completo,"{Meconio,""Ovos Bicados ""}"
"64 semanas","Sim, viva/inativa","Sim, viva/inativa",46381,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"41 semanas","Sim, viva/inativa","Sim, viva/inativa",9970,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"27 semanas","Sim, inativa.",Não,20946,Avó,AVES_GENETICA,Reprodução,Granja de ciclo completo,"{Meconio,""Ovos Bicados ""}"
"11 semanas","Sim, viva","Sim, viva",21634,Matriz,AVES_GENETICA,Reprodução,Granja de recria,"{Soros,""Suabe de Arrasto LF"",""Suabe de Arrasto LF"",""Suabe de Arrasto LM"",""Suabe de Arrasto LM""}"
"5 dias",Não,Não,28528,Avó,AVES_GENETICA,Reprodução,Granja de ciclo completo,"{""Aves Mortas LMF""}"
"63 semanas","Sim, viva/inativa","Sim, viva/inativa",20190,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"27 semanas","Sim, viva/inativa","Sim, viva/inativa",20400,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados - Pool de gema""}"
"1 dia",Não,Não,40680,Matriz,AVES_GENETICA,Reprodução,Granja de recria,"{""Suabe de Arrasto Misto"",""Suabe de Arrasto Misto"",""Suabe de Arrasto Misto"",""Suabe de Arrasto Misto"",""Aves Mortas Misto"",""Suabe Fundo de Caixa Misto""}"
"51 semanas","Sim, viva/inativa","Sim, viva/inativa",36374,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"75 semanas","Sim, viva/inativa","Sim, viva/inativa",14487,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"1 dia",Não,Não,15460,Matriz,AVES_GENETICA,Reprodução,Granja de recria,"{""Aves Mortas LF"",""Aves Mortas LM"",""Propé LF"",""Suabe Fundo de Caixa LF"",""Suabe Fundo de Caixa LM""}"
"3 dias",Não,Não,15624,Matriz,AVES_GENETICA,Reprodução,Granja de recria,"{""Aves Mortas LF"",""Aves Mortas LM"",""Propé LF"",""Propé LM"",""Cepilho/Papel Fundo Caixa LF"",""Cepilho/Papel Fundo Caixa LM""}"
"11 semanas","Sim, viva","Sim, viva",7045,Matriz,AVES_GENETICA,Reprodução,Granja de recria,"{Soros,""Suabe de Arrasto LF"",""Suabe de Arrasto LM""}"
"74 semanas","Sim, viva/inativa","Sim, viva/inativa",23789,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"51 semanas","Sim, viva/inativa","Sim, viva/inativa",15130,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"5 dias",Não,Não,34294,Matriz,AVES_GENETICA,Reprodução,Granja de recria,"{""Aves Mortas LF"",""Aves Mortas LM"",""Propé LF"",""Propé Misto"",""Cepilho/Papel Fundo Caixa LF"",""Cepilho/Papel Fundo Caixa LM""}"
"29 semanas","Sim, viva/inativa",Não,11779,Avó,AVES_GENETICA,Reprodução,Granja de ciclo completo,"{Meconio,""Ovos Bicados ""}"
"65 semanas","Sim, viva/inativa","Sim, viva/inativa",44750,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"63 semanas","Sim, viva/inativa","Sim, viva/inativa",28650,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"30 semanas","Sim, viva/inativa","Sim, viva/inativa",16532,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"72 semanas","Sim, viva/inativa","Sim, viva/inativa",49918,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Fezes Frescas""}"
"38 semanas","Sim, viva/inativa",Não,11120,Avó,AVES_GENETICA,Reprodução,Granja de ciclo completo,"{Soros,""Suabe de Cloaca"",""Suabe de Traquéia""}"
"36 semanas","Sim, viva/inativa","Sim, inativa.",20164,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Suabe de Arrasto Misto""}"
"49 semanas","Sim, viva/inativa","Sim, viva/inativa",7861,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Fezes Frescas""}"
"36 semanas","Sim, viva/inativa","Sim, viva/inativa",20147,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Propé Misto""}"
"3 dias",Não,Não,37430,Matriz,AVES_GENETICA,Reprodução,Granja de recria,"{""Aves Mortas LF"",""Aves Mortas LM"",""Propé LF"",""Propé LF"",""Propé LF"",""Propé LM"",""Suabe Fundo de Caixa LF"",""Suabe Fundo de Caixa LM""}"
"6 dias",Não,Não,29634,Matriz,AVES_GENETICA,Reprodução,Granja de ciclo completo,"{""Aves Mortas Misto"",""Propé Misto"",""Suabe Fundo de Caixa Misto""}"
"51 semanas","Sim, inativa.","Sim, inativa.",24737,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Fezes Frescas""}"
"29 semanas","Sim, viva/inativa","Sim, viva/inativa",20400,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"1 dia",Não,Não,18975,Avó,AVES_GENETICA,Reprodução,Granja de ciclo completo,"{""Aves Mortas LFF"",""Aves Mortas LFM"",""Aves Mortas LMF"",""Aves Mortas LMM"",""Propé LFF"",""Propé LFM"",""Propé LMF"",""Suabe Fundo de Caixa LFF"",""Suabe Fundo de Caixa LFM"",""Suabe Fundo de Caixa LMF"",""Suabe Fundo de Caixa LMM"",""Propé LMM""}"
"35 semanas","Sim, viva/inativa","Sim, inativa.",7403,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Propé Misto""}"
"38 semanas","Sim, viva/inativa","Sim, inativa.",19200,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"3 dias",Não,Não,28528,Avó,AVES_GENETICA,Reprodução,Granja de ciclo completo,"{""Aves Mortas LFM""}"
"64 semanas","Sim, inativa.","Sim, inativa.",29626,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"61 semanas","Sim, viva/inativa","Sim, viva/inativa",7700,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Suabe de Arrasto Misto""}"
"63 semanas","Sim, viva/inativa","Sim, viva/inativa",15430,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"36 semanas","Sim, viva/inativa","Sim, viva/inativa",7100,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Suabe de Arrasto Misto""}"
"1 semana",Não,Não,27120,Matriz,AVES_GENETICA,Reprodução,Granja de recria,"{""Aves Mortas LF"",""Aves Mortas LM"",""Propé LF"",""Propé LM"",""Suabe Fundo de Caixa LF"",""Suabe Fundo de Caixa LM""}"
"30 semanas","Sim, viva/inativa","Sim, viva/inativa",8290,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados - Pool de fígado + baço + bursa (órgãos)"",""Ovos Bicados - Pool de cecos"",""Ovos Bicados - Pool de gema""}"
"54 semanas","Sim, viva/inativa","Sim, viva/inativa",27802,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{""Propé Misto"",""Propé Misto"",""Propé Misto"",""Propé Misto""}"
"35 semanas","Sim, viva/inativa","Sim, viva/inativa",9000,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Suabe de Arrasto Misto""}"
"54 semanas","Sim, viva/inativa","Sim, viva/inativa",37660,Granja,AVES_GENETICA,Reprodução,Granja de produção(OF),"{""Suabe de Traquéia"",""Suabe de Traquéia"",""Orgãos - Fígado"",Meconio,""Suabe de Traquéia"",""Suabe de Traquéia"",Soros,Superfície,""Suabe de Traquéia"",""Orgãos - Baço"",""Orgãos - Coração"",""Orgãos - Fígado"",""Orgãos - Ovário"",""Suabe de Traquéia"",""Suabe de Traquéia"",""Suabe de Traquéia"",Soros,Soros,""Suabe de Arrasto Misto"",""Orgãos - Baço"",""Orgãos - Fígado"",""Orgãos - Ovário"",""Orgãos - Baço"",""Orgãos - Coração"",""Orgãos - Fígado"",""Orgãos - Ovário"",""Suabe de Traquéia"",""Suabe de Traquéia"",Orgãos,Orgãos,Soros,Orgãos,Orgãos,Soros,""Fezes Frescas"",""Orgãos - Coração"",""Orgãos - Baço"",""Orgãos - Fígado"",""Orgãos - Ovário"",""Orgãos - Tonsilas Cecais"",""Propé Misto"",""Suabe de Traquéia"",""Orgãos - Baço"",""Orgãos - Coração"",""Orgãos - Ovário"",""Orgãos - Fígado"",""Ovos Bicados "",Orgãos,Soros,""Suabe de Traquéia"",""Suabe de Traquéia"",""Orgãos - Baço"",""Aves Mortas Misto""}"
"52 semanas","Sim, inativa.","Sim, inativa.",24351,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"24 semanas","Sim, viva/inativa",Não,22191,Avó,AVES_GENETICA,Reprodução,Granja de ciclo completo,"{Soros,""Fezes Frescas""}"
"60 semanas","Sim, viva/inativa","Sim, viva/inativa",29432,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Suabe de Cloaca""}"
"49 semanas","Sim, viva/inativa","Sim, viva/inativa",15040,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{""Fezes Frescas"",""Fezes Frescas""}"
"52 semanas","Sim, inativa.","Sim, inativa.",9706,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"2 dias",Não,Não,10080,Matriz,AVES_GENETICA,Reprodução,Granja de recria,"{""Aves Mortas LF"",""Suabe Fundo de Caixa LF"",""Suabe de Arrasto LF""}"
"5 dias",Não,Não,35170,Matriz,AVES_GENETICA,Reprodução,Granja de recria,"{""Aves Mortas LF"",""Propé LF"",""Cepilho/Papel Fundo Caixa LF""}"
"60 semanas","Sim, viva/inativa","Sim, inativa.",7767,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Propé Misto""}"
"1 semana",Não,Não,54774,Avó,AVES_GENETICA,Reprodução,Granja de ciclo completo,"{""Aves Mortas LFF"",""Suabe Fundo de Caixa LFF""}"
"43 semanas","Sim, viva/inativa","Sim, viva/inativa",8110,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Fezes Frescas""}"
"41 semanas","Sim, viva/inativa","Sim, viva/inativa",16140,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"12 semanas","Sim, viva","Sim, viva",29710,Matriz,AVES_GENETICA,Reprodução,Granja de recria,"{""Aves Mortas LM"",""Propé LF"",Soros}"
"24 semanas","Sim, inativa.",Não,22133,Avó,AVES_GENETICA,Reprodução,Granja de ciclo completo,"{Soros,""Fezes Frescas""}"
"24 semanas","Sim, viva/inativa","Sim, viva/inativa",42228,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Suabe de Cloaca""}"
"11 semanas","Sim, viva","Sim, viva",37380,Matriz,AVES_GENETICA,Reprodução,Granja de recria,"{Soros,""Suabe de Cloaca""}"
"24 semanas","Sim, viva/inativa","Sim, viva/inativa",21140,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Fezes Frescas""}"
"58 semanas","Sim, viva/inativa","Sim, inativa.",29160,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Suabe de Arrasto Misto""}"
"45 semanas","Sim, viva/inativa","Sim, viva",8241,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"40 semanas","Sim, viva/inativa","Sim, viva/inativa",16480,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"10 semanas","Sim, viva","Sim, viva",28140,Matriz,AVES_GENETICA,Reprodução,Granja de recria,"{Soros,""Propé Misto"",""Propé Misto"",""Propé Misto""}"
"26 semanas","Sim, viva/inativa","Sim, viva/inativa",47700,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Fezes Frescas""}"
"38 semanas","Sim, inativa.","Sim, inativa.",24829,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"1 dia",Não,Não,52570,Matriz,AVES_GENETICA,Reprodução,Granja de recria,"{""Suabe de Arrasto Misto"",""Suabe de Arrasto Misto"",""Suabe de Arrasto Misto"",""Suabe de Arrasto Misto"",""Suabe de Arrasto Misto"",""Aves Mortas Misto"",""Suabe Fundo de Caixa Misto"",""Suabe Fundo de Caixa Misto"",""Suabe Fundo de Caixa Misto"",""Suabe Fundo de Caixa Misto"",""Suabe Fundo de Caixa Misto""}"
"63 semanas","Sim, viva/inativa","Sim, viva/inativa",48294,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"48 semanas","Sim, viva/inativa","Sim, viva/inativa",31494,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Suabe de Cloaca""}"
"24 semanas","Sim, viva/inativa","Sim, viva/inativa",17440,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Fezes Frescas""}"
"36 semanas","Sim, viva/inativa","Sim, viva/inativa",24726,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Propé Misto""}"
"60 semanas","Sim, viva/inativa","Sim, viva/inativa",39986,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Propé Misto""}"
"46 semanas","Sim, viva/inativa","Sim, inativa.",12803,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Suabe de Arrasto Misto""}"
"60 semanas","Sim, viva/inativa","Sim, inativa.",19570,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"47 semanas","Sim, inativa.","Sim, inativa.",17392,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Propé Misto"",""Propé Misto""}"
"37 semanas","Sim, inativa.","Sim, inativa.",34236,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"60 semanas","Sim, viva","Sim, inativa.",23398,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Propé Misto""}"
"60 semanas","Sim, viva/inativa","Sim, viva/inativa",17171,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Fezes Frescas""}"
"12 semanas","Sim, viva","Sim, viva/inativa",34000,Matriz,AVES_GENETICA,Reprodução,Granja de recria,"{Soros,""Suabe de Arrasto Misto""}"
"60 semanas","Sim, viva/inativa","Sim, viva/inativa",15530,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Fezes Frescas""}"
"60 semanas","Sim, inativa.",Não,20641,Avó,AVES_GENETICA,Reprodução,Granja de ciclo completo,"{Meconio,""Ovos Bicados ""}"
"31 semanas","Sim, viva/inativa","Sim, inativa.",33410,Matriz,AVES_GENETICA,Reprodução,Granja de ciclo completo,"{Meconio,""Ovos Bicados ""}"
"39 semanas","Sim, inativa.","Sim, inativa.",48450,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"60 semanas","Sim, inativa.","Sim, inativa.",20969,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Propé Misto"",""Propé Misto""}"
"63 semanas","Sim, inativa.","Sim, inativa.",23454,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"51 semanas","Sim, viva",Não,23557,Granja,AVES_GENETICA,Reprodução,Granja de produção(OF),"{""Suabe de Traquéia"",""Suabe de Traquéia"",""Orgãos - Fígado"",Meconio,""Suabe de Traquéia"",""Suabe de Traquéia"",Soros,Superfície,""Suabe de Traquéia"",""Orgãos - Baço"",""Orgãos - Coração"",""Orgãos - Fígado"",""Orgãos - Ovário"",""Suabe de Traquéia"",""Suabe de Traquéia"",""Suabe de Traquéia"",Soros,Soros,""Suabe de Arrasto Misto"",""Orgãos - Baço"",""Orgãos - Fígado"",""Orgãos - Ovário"",""Orgãos - Baço"",""Orgãos - Coração"",""Orgãos - Fígado"",""Orgãos - Ovário"",""Suabe de Traquéia"",""Suabe de Traquéia"",Orgãos,Orgãos,Soros,Orgãos,Orgãos,Soros,""Fezes Frescas"",""Orgãos - Coração"",""Orgãos - Baço"",""Orgãos - Fígado"",""Orgãos - Ovário"",""Orgãos - Tonsilas Cecais"",""Propé Misto"",""Suabe de Traquéia"",""Orgãos - Baço"",""Orgãos - Coração"",""Orgãos - Ovário"",""Orgãos - Fígado"",""Ovos Bicados "",Orgãos,Soros,""Suabe de Traquéia"",""Suabe de Traquéia"",""Orgãos - Baço"",""Aves Mortas Misto""}"
"24 semanas","Sim, viva/inativa","Sim, inativa.",13639,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Suabe de Arrasto Misto""}"
"63 semanas","Sim, viva/inativa","Sim, viva/inativa",12000,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"1 dia",Não,Não,34924,Avó,AVES_GENETICA,Reprodução,Granja de ciclo completo,"{""Aves Mortas LFF"",""Suabe Fundo de Caixa LFF""}"
"1 dia",Não,Não,41810,Matriz,AVES_GENETICA,Reprodução,Granja de ciclo completo,"{""Aves Mortas Misto"",""Propé Misto"",""Propé Misto"",""Propé Misto"",""Suabe Fundo de Caixa Misto""}"
"61 semanas","Sim, inativa.","Sim, inativa.",13670,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Propé Misto"",""Propé Misto""}"
"10 semanas","Sim, viva","Sim, inativa.",69553,Matriz,AVES_GENETICA,Reprodução,Granja de recria,"{""Propé LF"",""Propé LF"",""Propé LF"",""Propé LM"",Soros}"
"47 semanas","Sim, viva/inativa","Sim, viva/inativa",21924,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Suabe de Arrasto Misto""}"
"30 semanas","Sim, viva/inativa","Sim, viva/inativa",15369,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados - Pool de fígado + baço + bursa (órgãos)"",""Ovos Bicados - Pool de cecos"",""Ovos Bicados - Pool de gema""}"
"31 semanas","Sim, viva/inativa","Sim, viva/inativa",23329,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados - Pool de fígado + baço + bursa (órgãos)"",""Ovos Bicados - Pool de cecos"",""Ovos Bicados - Pool de gema""}"
"36 semanas","Sim, viva/inativa","Sim, viva/inativa",38657,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Propé Misto""}"
"59 semanas","Sim, viva/inativa","Sim, viva/inativa",7460,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Fezes Frescas""}"
"63 semanas","Sim, inativa.","Sim, inativa.",16317,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"29 semanas","Sim, viva/inativa","Sim, viva/inativa",31974,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"70 semanas","Sim, inativa.",Não,23073,Avó,AVES_GENETICA,Reprodução,Granja de ciclo completo,"{Soros,""Fezes Frescas""}"
"39 semanas","Sim, viva","Sim, viva",6305,Matriz,AVES_GENETICA,Reprodução,Granja de ciclo completo,"{Soros,""Propé Misto""}"
"49 semanas","Sim, viva/inativa","Sim, inativa.",16046,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Suabe de Arrasto Misto""}"
"62 semanas","Sim, inativa.","Sim, inativa.",45616,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"51 semanas","Sim, viva/inativa","Sim, viva/inativa",37300,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"18 semanas","Sim, inativa.","Sim, inativa.",41334,Matriz,AVES_GENETICA,Reprodução,Granja de recria,"{Soros,""Fezes Frescas""}"
"63 semanas","Sim, inativa.","Sim, inativa.",28513,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"29 semanas","Sim, viva/inativa","Sim, viva/inativa",17500,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"24 semanas","Sim, viva/inativa","Sim, viva/inativa",19763,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Propé Misto""}"
"37 semanas","Sim, viva/inativa","Sim, viva/inativa",31848,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Fezes Frescas""}"
"51 semanas","Sim, viva/inativa","Sim, viva/inativa",27360,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"45 semanas","Sim, viva/inativa","Sim, viva/inativa",7810,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{""Fezes Frescas""}"
